# 29/06/2020 10:34:07 AM : Aggregated Curves - EPEX Spot Market Auction - germany_luxembourg
Date,Week,Week Day,Hour,Price,Volume,Sale/Purchase
30/06/2020,27,2,1,69.00,28097.7,Sell
30/06/2020,27,2,1,69.90,28124.3,Sell
30/06/2020,27,2,1,70.00,28127.2,Sell
30/06/2020,27,2,1,74.00,28127.2,Sell
30/06/2020,27,2,1,75.00,28527.2,Sell
30/06/2020,27,2,1,100.00,28527.2,Sell
30/06/2020,27,2,1,100.10,28552.2,Sell
30/06/2020,27,2,1,115.00,28552.2,Sell
30/06/2020,27,2,1,115.10,28557.2,Sell
30/06/2020,27,2,1,154.90,28557.2,Sell
30/06/2020,27,2,1,155.00,28620.0,Sell
30/06/2020,27,2,1,155.90,28620.0,Sell
30/06/2020,27,2,1,156.00,28642.2,Sell
30/06/2020,27,2,1,161.00,28642.2,Sell
30/06/2020,27,2,1,161.10,28674.6,Sell
30/06/2020,27,2,1,196.70,28674.6,Sell
30/06/2020,27,2,1,196.71,28675.4,Sell
30/06/2020,27,2,1,196.80,28695.8,Sell
30/06/2020,27,2,1,197.70,28695.8,Sell
30/06/2020,27,2,1,198.60,28704.8,Sell
30/06/2020,27,2,1,198.70,28705.8,Sell
30/06/2020,27,2,1,198.80,28706.8,Sell
30/06/2020,27,2,1,199.00,28708.8,Sell
30/06/2020,27,2,1,200.00,28718.8,Sell
